Images,ActualAge,ActualGender,Model_Pred_Gender,Model_Pred_Age,Model_Pred_Emotion,DeepFaceGender,DeepFaceEmotion,DeepFaceAge
"[[[ 41  31  32]
  [ 45  30  33]
  [ 56  31  35]
  ...
  [119  64  43]
  [116  64  43]
  [114  63  44]]

 [[ 41  31  32]
  [ 45  30  33]
  [ 55  33  36]
  ...
  [125  70  49]
  [119  67  46]
  [115  64  45]]

 [[ 40  30  31]
  [ 45  30  33]
  [ 56  34  37]
  ...
  [133  78  57]
  [124  72  51]
  [118  67  48]]

 ...

 [[ 30  19  17]
  [ 29  18  16]
  [ 27  16  14]
  ...
  [ 38  22  22]
  [ 33  17  17]
  [ 27  11  11]]

 [[ 32  21  19]
  [ 31  20  18]
  [ 28  17  15]
  ...
  [ 38  22  22]
  [ 32  16  16]
  [ 26  10  10]]

 [[ 34  23  21]
  [ 32  21  19]
  [ 28  17  15]
  ...
  [ 35  19  19]
  [ 29  13  13]
  [ 23   7   7]]]",16,Female,Female,28,happy,Female,happy,29
"[[[159 112 106]
  [163 116 110]
  [170 123 115]
  ...
  [ 74  49  44]
  [ 70  45  40]
  [ 67  42  37]]

 [[159 112 106]
  [164 117 111]
  [170 123 115]
  ...
  [ 74  49  44]
  [ 70  45  40]
  [ 68  43  38]]

 [[160 113 107]
  [165 118 112]
  [171 124 116]
  ...
  [ 74  49  44]
  [ 71  46  41]
  [ 68  43  38]]

 ...

 [[244 144 120]
  [243 145 120]
  [244 145 122]
  ...
  [186  97  93]
  [196 105 102]
  [203 112 109]]

 [[248 150 125]
  [248 150 125]
  [249 150 127]
  ...
  [189  98  95]
  [201 107 105]
  [207 113 111]]

 [[250 152 127]
  [250 152 127]
  [249 153 129]
  ...
  [191 100  97]
  [203 108 106]
  [210 115 113]]]",2,Female,Male,0,sad,Male,neutral,26
"[[[ 48  33  26]
  [ 51  36  29]
  [ 55  41  32]
  ...
  [143 118 114]
  [145 117 113]
  [145 117 113]]

 [[ 48  33  26]
  [ 50  35  28]
  [ 54  40  31]
  ...
  [143 118 114]
  [145 117 113]
  [145 117 113]]

 [[ 47  32  25]
  [ 50  35  28]
  [ 54  40  31]
  ...
  [143 118 114]
  [145 117 113]
  [145 117 113]]

 ...

 [[ 92 159 185]
  [ 89 157 180]
  [ 85 153 176]
  ...
  [148 142 144]
  [148 142 144]
  [148 142 144]]

 [[ 91 156 184]
  [ 88 154 180]
  [ 85 151 177]
  ...
  [148 142 144]
  [148 142 144]
  [148 142 144]]

 [[ 89 154 182]
  [ 87 152 180]
  [ 86 150 177]
  ...
  [148 142 144]
  [148 142 144]
  [148 142 144]]]",27,Male,Male,27,sad,Male,happy,25
"[[[168 151 167]
  [177 160 176]
  [184 167 185]
  ...
  [220 217 212]
  [220 217 212]
  [220 217 212]]

 [[170 153 169]
  [178 161 177]
  [184 167 185]
  ...
  [218 215 210]
  [218 215 210]
  [218 215 210]]

 [[173 156 172]
  [180 163 179]
  [183 166 184]
  ...
  [217 213 210]
  [217 213 210]
  [217 213 210]]

 ...

 [[189 148 162]
  [185 147 160]
  [186 153 164]
  ...
  [  6   5   3]
  [  5   5   5]
  [  4   4   4]]

 [[192 154 167]
  [188 152 164]
  [187 155 166]
  ...
  [  6   5   3]
  [  5   5   5]
  [  5   5   5]]

 [[189 153 165]
  [183 150 161]
  [184 152 163]
  ...
  [  6   5   3]
  [  5   5   5]
  [  5   5   5]]]",23,Female,Female,31,neutral,Male,happy,31
"[[[224 210 225]
  [223 209 222]
  [224 208 219]
  ...
  [163 115  77]
  [162 114  76]
  [156 108  70]]

 [[224 210 225]
  [222 208 221]
  [222 206 217]
  ...
  [146  98  60]
  [153 105  67]
  [160 112  74]]

 [[223 209 224]
  [221 207 220]
  [219 203 214]
  ...
  [136  88  50]
  [144  96  58]
  [152 104  66]]

 ...

 [[248 248 248]
  [248 248 248]
  [248 248 248]
  ...
  [127  67  30]
  [125  65  28]
  [123  63  26]]

 [[248 248 248]
  [248 248 248]
  [248 248 248]
  ...
  [119  59  23]
  [119  59  23]
  [121  61  25]]

 [[248 248 248]
  [248 248 248]
  [248 248 248]
  ...
  [115  55  19]
  [120  60  24]
  [125  65  29]]]",53,Female,Female,48,sad,Female,happy,41
"[[[75 75 75]
  [76 76 76]
  [77 77 77]
  ...
  [74 74 74]
  [75 75 75]
  [74 74 74]]

 [[75 75 75]
  [76 76 76]
  [77 77 77]
  ...
  [74 74 74]
  [76 76 76]
  [76 76 76]]

 [[76 76 76]
  [77 77 77]
  [78 78 78]
  ...
  [73 73 73]
  [76 76 76]
  [78 78 78]]

 ...

 [[ 1  1  1]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]

 [[ 3  3  3]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]

 [[ 3  3  3]
  [ 0  0  0]
  [ 0  0  0]
  ...
  [14 14 14]
  [14 14 14]
  [14 14 14]]]",18,Female,Female,27,happy,Female,neutral,31
"[[[ 92  92  94]
  [103 103 105]
  [119 119 121]
  ...
  [215 214 219]
  [214 213 218]
  [213 212 217]]

 [[ 89  89  91]
  [101 101 103]
  [118 118 120]
  ...
  [215 214 219]
  [214 213 218]
  [213 212 217]]

 [[ 85  85  87]
  [ 98  98 100]
  [117 117 119]
  ...
  [215 214 219]
  [214 213 218]
  [213 212 217]]

 ...

 [[170 171 173]
  [169 170 172]
  [168 169 171]
  ...
  [ 10   9  15]
  [ 10   9  15]
  [ 10   9  15]]

 [[171 172 174]
  [170 171 173]
  [169 170 172]
  ...
  [ 10   9  15]
  [ 10   9  15]
  [ 10   9  15]]

 [[171 172 174]
  [171 172 174]
  [170 171 173]
  ...
  [ 10   9  15]
  [ 10   9  15]
  [ 10   9  15]]]",23,Male,Male,22,neutral,Male,happy,24
"[[[ 61  47  46]
  [ 59  45  44]
  [ 57  43  42]
  ...
  [ 77  63  54]
  [ 72  57  52]
  [ 68  55  49]]

 [[ 61  47  46]
  [ 59  45  44]
  [ 57  43  42]
  ...
  [ 76  61  54]
  [ 71  56  51]
  [ 67  54  48]]

 [[ 59  48  46]
  [ 57  46  44]
  [ 55  44  42]
  ...
  [ 76  61  54]
  [ 71  56  51]
  [ 67  53  50]]

 ...

 [[123  91 164]
  [122  90 163]
  [122  91 161]
  ...
  [ 45  42  49]
  [ 43  37  49]
  [ 40  34  46]]

 [[122  90 163]
  [122  90 163]
  [121  90 160]
  ...
  [ 46  43  50]
  [ 42  39  48]
  [ 38  35  44]]

 [[122  90 163]
  [121  89 162]
  [121  90 160]
  ...
  [ 46  44  49]
  [ 43  40  49]
  [ 39  36  45]]]",9,Male,Male,0,happy,Male,happy,29
"[[[ 20  21  16]
  [ 20  21  16]
  [ 22  18  15]
  ...
  [ 86  74  76]
  [ 86  74  76]
  [ 83  71  73]]

 [[ 20  21  16]
  [ 21  20  16]
  [ 23  19  16]
  ...
  [ 79  67  69]
  [ 80  68  70]
  [ 79  67  69]]

 [[ 20  19  15]
  [ 21  20  16]
  [ 22  19  14]
  ...
  [ 65  53  55]
  [ 68  56  58]
  [ 70  58  60]]

 ...

 [[197 200 129]
  [212 218 148]
  [213 218 152]
  ...
  [ 48  40 162]
  [ 50  40 171]
  [ 49  41 178]]

 [[192 196 122]
  [200 206 132]
  [195 201 131]
  ...
  [ 42  34 146]
  [ 44  36 158]
  [ 47  38 165]]

 [[175 179 103]
  [179 185 111]
  [172 178 106]
  ...
  [ 38  31 137]
  [ 43  34 153]
  [ 45  37 159]]]",14,Female,Female,24,neutral,Male,happy,25
"[[[188 189 194]
  [188 189 194]
  [188 189 194]
  ...
  [189 193 196]
  [188 191 198]
  [180 185 191]]

 [[188 189 194]
  [188 189 194]
  [189 190 195]
  ...
  [189 190 194]
  [188 191 196]
  [184 189 195]]

 [[188 189 194]
  [189 190 195]
  [189 190 195]
  ...
  [187 188 192]
  [185 188 193]
  [188 191 198]]

 ...

 [[197 195 206]
  [198 196 207]
  [198 196 207]
  ...
  [226 225 239]
  [226 225 239]
  [227 226 240]]

 [[198 196 207]
  [198 196 207]
  [199 197 208]
  ...
  [226 225 239]
  [226 225 239]
  [227 226 240]]

 [[198 196 207]
  [198 196 207]
  [199 197 208]
  ...
  [226 225 239]
  [226 225 239]
  [227 226 240]]]",35,Male,Male,41,happy,Male,happy,28
"[[[180 160 109]
  [181 161 108]
  [184 162 105]
  ...
  [180 158 121]
  [185 165 128]
  [200 180 143]]

 [[179 159 108]
  [182 161 108]
  [183 161 104]
  ...
  [178 156 119]
  [184 164 127]
  [200 180 143]]

 [[180 158 108]
  [181 160 107]
  [182 159 105]
  ...
  [178 156 119]
  [182 162 125]
  [196 176 139]]

 ...

 [[ 20  21  16]
  [ 19  20  15]
  [ 23  22  20]
  ...
  [ 31  33  32]
  [ 30  32  31]
  [ 29  31  30]]

 [[ 19  18  16]
  [ 20  19  17]
  [ 18  16  17]
  ...
  [ 34  36  35]
  [ 32  34  33]
  [ 31  33  32]]

 [[ 19  18  16]
  [ 21  20  18]
  [ 15  13  14]
  ...
  [ 38  40  39]
  [ 35  37  36]
  [ 32  34  33]]]",64,Female,Female,65,happy,Female,happy,25
"[[[ 40  99  43]
  [ 40  99  43]
  [ 40  99  43]
  ...
  [188 164 138]
  [189 165 141]
  [190 166 142]]

 [[ 39  98  42]
  [ 39  98  42]
  [ 39  98  42]
  ...
  [187 163 137]
  [189 165 141]
  [189 165 141]]

 [[ 39  98  42]
  [ 38  97  41]
  [ 38  97  41]
  ...
  [186 162 136]
  [187 163 139]
  [188 164 140]]

 ...

 [[225 199 182]
  [224 198 181]
  [222 196 179]
  ...
  [ 84  74  64]
  [ 79  72  64]
  [ 74  70  61]]

 [[226 199 182]
  [226 199 182]
  [224 197 180]
  ...
  [ 85  76  69]
  [ 74  69  63]
  [ 66  63  56]]

 [[226 197 181]
  [225 196 180]
  [224 195 179]
  ...
  [ 84  77  69]
  [ 72  67  63]
  [ 61  58  53]]]",54,Male,Female,57,happy,Male,happy,34
"[[[  2   3   7]
  [  3   4   8]
  [  1   2   4]
  ...
  [ 51  35  36]
  [ 56  40  41]
  [ 59  43  44]]

 [[  3   4   8]
  [  3   4   8]
  [  2   3   5]
  ...
  [ 48  32  33]
  [ 53  37  38]
  [ 56  40  41]]

 [[  5   4   9]
  [  5   4   9]
  [  5   5   7]
  ...
  [ 45  29  30]
  [ 51  35  36]
  [ 54  38  39]]

 ...

 [[ 76  14  17]
  [ 78  18  20]
  [ 80  20  22]
  ...
  [ 89  59  87]
  [107  80 113]
  [125 101 135]]

 [[ 76  14  15]
  [ 76  16  16]
  [ 77  17  17]
  ...
  [ 77  43  68]
  [ 90  59  90]
  [109  80 111]]

 [[ 76  14  15]
  [ 75  15  15]
  [ 75  15  15]
  ...
  [ 69  31  56]
  [ 76  43  72]
  [ 92  61  92]]]",40,Male,Male,35,neutral,Male,sad,30
"[[[ 55 109 143]
  [ 59 112 144]
  [ 62 108 141]
  ...
  [104 154 187]
  [105 165 202]
  [110 175 215]]

 [[ 54 107 141]
  [ 60 110 143]
  [ 63 110 140]
  ...
  [ 98 148 181]
  [100 160 197]
  [105 170 208]]

 [[ 57 107 140]
  [ 64 113 145]
  [ 67 112 141]
  ...
  [ 92 141 173]
  [ 94 152 189]
  [101 165 201]]

 ...

 [[ 28  99 155]
  [ 25  96 150]
  [ 20  89 144]
  ...
  [205 214 229]
  [213 222 237]
  [217 229 243]]

 [[ 39 114 171]
  [ 35 110 165]
  [ 32 105 160]
  ...
  [204 214 226]
  [209 219 231]
  [212 222 234]]

 [[ 53 130 186]
  [ 50 127 183]
  [ 45 120 175]
  ...
  [201 211 221]
  [199 207 218]
  [196 204 215]]]",88,Female,Female,74,sad,Male,fear,41
"[[[137 137 137]
  [138 138 138]
  [140 140 140]
  ...
  [135 135 135]
  [139 139 139]
  [145 145 145]]

 [[137 137 137]
  [138 138 138]
  [139 139 139]
  ...
  [136 136 136]
  [139 139 139]
  [144 144 144]]

 [[138 138 138]
  [138 138 138]
  [139 139 139]
  ...
  [138 138 138]
  [140 140 140]
  [144 144 144]]

 ...

 [[138 138 138]
  [137 137 137]
  [137 137 137]
  ...
  [137 137 137]
  [138 138 138]
  [139 139 139]]

 [[139 139 139]
  [139 139 139]
  [138 138 138]
  ...
  [137 137 137]
  [138 138 138]
  [139 139 139]]

 [[140 140 140]
  [140 140 140]
  [139 139 139]
  ...
  [137 137 137]
  [138 138 138]
  [139 139 139]]]",54,Male,Male,38,happy,Male,happy,31
"[[[232 232 224]
  [232 232 224]
  [232 232 224]
  ...
  [135  85  62]
  [135  84  63]
  [135  84  63]]

 [[232 232 224]
  [232 232 224]
  [232 232 224]
  ...
  [136  86  63]
  [136  85  64]
  [137  86  65]]

 [[232 232 224]
  [232 232 224]
  [232 232 224]
  ...
  [138  86  64]
  [137  86  65]
  [137  86  65]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 87  68  61]
  [ 69  54  47]
  [ 57  44  35]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 68  53  46]
  [ 57  44  38]
  [ 48  38  29]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 12   0   0]
  [ 12   0   0]
  [ 10   0   0]]]",29,Female,Female,25,neutral,Male,happy,36
"[[[146  99  89]
  [145  98  88]
  [144  97  87]
  ...
  [141 151 143]
  [133 138 134]
  [123 125 122]]

 [[145  98  88]
  [145  98  88]
  [144  97  87]
  ...
  [138 148 140]
  [131 136 132]
  [123 125 122]]

 [[144  97  87]
  [144  97  87]
  [143  96  86]
  ...
  [134 144 136]
  [129 134 130]
  [124 126 123]]

 ...

 [[120 119 125]
  [123 122 128]
  [125 124 130]
  ...
  [ 41  43  58]
  [ 40  42  57]
  [ 39  41  56]]

 [[121 122 127]
  [122 123 128]
  [124 123 129]
  ...
  [ 38  40  55]
  [ 36  38  53]
  [ 35  37  52]]

 [[122 123 128]
  [123 124 129]
  [124 123 129]
  ...
  [ 36  38  53]
  [ 34  36  51]
  [ 33  35  50]]]",7,Male,Male,13,happy,Male,happy,26
"[[[ 49  35  34]
  [ 54  40  39]
  [ 56  42  41]
  ...
  [ 15   9   9]
  [ 14   8   8]
  [ 14   8   8]]

 [[ 51  37  36]
  [ 56  42  41]
  [ 57  43  42]
  ...
  [ 15   9   9]
  [ 14   8   8]
  [ 14   8   8]]

 [[ 54  40  39]
  [ 58  44  43]
  [ 60  46  45]
  ...
  [ 15  11  10]
  [ 14  10   9]
  [ 13   9   8]]

 ...

 [[ 87  85  98]
  [ 89  87 100]
  [ 97  95 109]
  ...
  [ 12  12  14]
  [ 12  12  14]
  [ 12  12  14]]

 [[ 78  76  89]
  [ 79  77  90]
  [ 85  83  97]
  ...
  [ 13  11  12]
  [ 13  11  12]
  [ 13  11  12]]

 [[ 71  69  82]
  [ 71  69  82]
  [ 74  72  86]
  ...
  [ 14  12  13]
  [ 14  12  13]
  [ 14  12  13]]]",28,Female,Female,24,happy,Male,happy,27
"[[[102 102 102]
  [104 104 104]
  [106 106 106]
  ...
  [ 93  93  93]
  [ 91  91  91]
  [ 90  90  90]]

 [[101 101 101]
  [102 102 102]
  [105 105 105]
  ...
  [ 96  96  96]
  [ 94  94  94]
  [ 93  93  93]]

 [[ 99  99  99]
  [100 100 100]
  [103 103 103]
  ...
  [100 100 100]
  [ 98  98  98]
  [ 98  98  98]]

 ...

 [[ 86  86  86]
  [ 88  88  88]
  [ 91  91  91]
  ...
  [143 143 143]
  [143 143 143]
  [141 141 141]]

 [[ 88  88  88]
  [ 90  90  90]
  [ 92  92  92]
  ...
  [141 141 141]
  [140 140 140]
  [142 142 142]]

 [[ 89  89  89]
  [ 91  91  91]
  [ 93  93  93]
  ...
  [143 143 143]
  [140 140 140]
  [145 145 145]]]",75,Male,Male,61,neutral,Male,neutral,30
"[[[191 188 111]
  [191 188 111]
  [190 187 110]
  ...
  [ 42  37  34]
  [ 45  40  37]
  [ 47  42  39]]

 [[191 188 111]
  [191 188 111]
  [190 187 110]
  ...
  [ 41  36  33]
  [ 44  39  36]
  [ 46  42  39]]

 [[191 188 111]
  [191 188 111]
  [191 188 111]
  ...
  [ 38  34  33]
  [ 41  37  36]
  [ 42  41  39]]

 ...

 [[145 144 114]
  [146 145 114]
  [149 146 111]
  ...
  [178 182 194]
  [153 156 173]
  [121 124 141]]

 [[147 146 118]
  [148 147 117]
  [152 149 116]
  ...
  [173 177 189]
  [148 151 168]
  [114 117 134]]

 [[148 147 119]
  [149 148 118]
  [154 151 120]
  ...
  [168 172 184]
  [143 146 163]
  [108 111 128]]]",43,Male,Male,35,sad,Male,happy,27
"[[[103  84  86]
  [106  87  89]
  [113  97  97]
  ...
  [ 55  53  32]
  [ 64  57  38]
  [ 68  62  40]]

 [[108  89  91]
  [112  93  95]
  [119 103 103]
  ...
  [ 59  54  34]
  [ 67  61  39]
  [ 71  65  43]]

 [[114  95  97]
  [119 100 102]
  [127 111 111]
  ...
  [ 64  57  38]
  [ 71  63  42]
  [ 75  67  44]]

 ...

 [[175 156 139]
  [170 153 135]
  [164 145 128]
  ...
  [128  93  65]
  [130  93  66]
  [130  93  66]]

 [[176 159 141]
  [169 154 135]
  [159 142 126]
  ...
  [129  94  66]
  [130  95  67]
  [131  96  68]]

 [[175 160 141]
  [169 154 135]
  [155 139 123]
  ...
  [130  95  67]
  [131  96  68]
  [132  97  69]]]",60,Male,Male,75,happy,Male,happy,46
"[[[ 51  28  12]
  [ 53  30  14]
  [ 55  32  16]
  ...
  [192 171 150]
  [187 166 145]
  [181 160 139]]

 [[ 55  32  16]
  [ 55  32  16]
  [ 55  32  16]
  ...
  [193 172 151]
  [189 168 147]
  [183 162 141]]

 [[ 58  35  19]
  [ 55  32  16]
  [ 53  30  14]
  ...
  [193 175 153]
  [190 172 150]
  [185 167 145]]

 ...

 [[209 180 164]
  [207 178 160]
  [208 175 158]
  ...
  [216 185 165]
  [216 185 165]
  [216 185 165]]

 [[210 181 165]
  [208 179 161]
  [209 176 159]
  ...
  [216 185 165]
  [216 185 165]
  [216 185 165]]

 [[210 181 165]
  [208 179 161]
  [209 176 159]
  ...
  [216 185 165]
  [216 185 165]
  [216 185 165]]]",17,Female,Female,12,neutral,Female,neutral,22
"[[[69 44 47]
  [71 46 49]
  [75 49 52]
  ...
  [44 30 27]
  [41 29 29]
  [40 30 29]]

 [[69 44 47]
  [71 46 49]
  [75 49 52]
  ...
  [44 30 27]
  [41 29 29]
  [40 30 29]]

 [[69 44 47]
  [71 46 49]
  [75 49 50]
  ...
  [44 30 27]
  [42 30 30]
  [40 30 29]]

 ...

 [[50 46 63]
  [49 45 62]
  [49 45 62]
  ...
  [36 33 44]
  [36 33 44]
  [36 33 44]]

 [[48 44 61]
  [48 44 61]
  [50 46 63]
  ...
  [35 32 43]
  [35 32 43]
  [35 32 43]]

 [[47 43 60]
  [48 44 61]
  [50 46 63]
  ...
  [35 32 43]
  [35 32 43]
  [35 32 43]]]",3,Male,Male,0,sad,Male,happy,23
"[[[205 214 221]
  [204 213 220]
  [203 212 217]
  ...
  [157 162 156]
  [171 176 170]
  [180 185 179]]

 [[205 214 221]
  [205 214 221]
  [203 212 217]
  ...
  [153 158 152]
  [168 173 167]
  [178 183 177]]

 [[206 215 222]
  [205 214 221]
  [204 213 218]
  ...
  [146 151 145]
  [163 168 162]
  [174 179 173]]

 ...

 [[175 177 176]
  [169 171 170]
  [160 162 161]
  ...
  [103 104  99]
  [100 101  95]
  [ 97  98  90]]

 [[171 173 172]
  [164 166 165]
  [154 156 155]
  ...
  [103 105 100]
  [100 102  97]
  [ 98 101  94]]

 [[168 170 169]
  [161 163 162]
  [150 152 151]
  ...
  [113 115 112]
  [112 114 109]
  [111 113 108]]]",66,Male,Male,59,sad,Male,sad,35
"[[[138 133 130]
  [138 133 130]
  [142 134 131]
  ...
  [ 68  64  61]
  [ 67  63  60]
  [ 65  61  58]]

 [[135 130 127]
  [135 130 127]
  [138 130 127]
  ...
  [ 66  62  59]
  [ 65  61  58]
  [ 63  59  56]]

 [[133 128 125]
  [132 127 124]
  [135 127 124]
  ...
  [ 65  61  58]
  [ 63  59  56]
  [ 62  58  55]]

 ...

 [[155 192 210]
  [156 193 211]
  [158 195 213]
  ...
  [149 168 166]
  [144 160 159]
  [139 155 154]]

 [[154 191 209]
  [155 192 210]
  [157 194 212]
  ...
  [150 170 169]
  [144 163 161]
  [139 158 156]]

 [[154 191 209]
  [155 192 210]
  [157 194 212]
  ...
  [152 172 171]
  [145 164 162]
  [140 159 157]]]",74,Female,Female,84,sad,Male,fear,45
"[[[ 58  41  33]
  [ 63  46  38]
  [ 57  40  30]
  ...
  [ 96  58  37]
  [108  71  52]
  [124  87  68]]

 [[ 60  43  35]
  [ 61  44  36]
  [ 56  39  29]
  ...
  [ 98  60  39]
  [105  68  49]
  [116  79  60]]

 [[ 63  45  35]
  [ 59  41  31]
  [ 54  37  27]
  ...
  [100  62  41]
  [101  64  45]
  [106  69  50]]

 ...

 [[153 100  58]
  [153 100  58]
  [154 101  61]
  ...
  [247 230 214]
  [255 247 234]
  [255 253 241]]

 [[160 107  65]
  [159 106  64]
  [158 105  65]
  ...
  [208 186 165]
  [228 209 192]
  [240 223 207]]

 [[154 101  59]
  [154 101  59]
  [154 101  61]
  ...
  [180 154 131]
  [179 158 139]
  [177 158 141]]]",5,Female,Female,0,neutral,Female,happy,24
"[[[ 60  20  10]
  [ 59  19   9]
  [ 59  17   5]
  ...
  [ 21  11   2]
  [ 22   7   0]
  [ 21   6   0]]

 [[ 61  21  11]
  [ 60  20   8]
  [ 60  18   6]
  ...
  [ 21  11   2]
  [ 21   8   0]
  [ 21   6   0]]

 [[ 64  22  10]
  [ 63  21   9]
  [ 63  19   8]
  ...
  [ 21  11   2]
  [ 21   8   0]
  [ 20   7   0]]

 ...

 [[216 205 185]
  [218 207 185]
  [217 202 179]
  ...
  [ 55  27  13]
  [ 56  28  14]
  [ 56  29  12]]

 [[221 213 192]
  [222 214 191]
  [220 208 184]
  ...
  [ 56  28  14]
  [ 57  29  15]
  [ 57  30  13]]

 [[227 221 199]
  [229 221 198]
  [223 213 188]
  ...
  [ 57  29  15]
  [ 58  30  16]
  [ 58  31  14]]]",40,Male,Male,34,sad,Male,sad,37
"[[[125 112 103]
  [125 111 100]
  [131 111 100]
  ...
  [109  95  92]
  [128 113 110]
  [141 126 123]]

 [[128 115 106]
  [128 114 103]
  [134 114 103]
  ...
  [108  94  91]
  [126 111 108]
  [137 122 119]]

 [[129 116 107]
  [132 118 107]
  [138 118 107]
  ...
  [107  93  90]
  [124 109 106]
  [132 117 114]]

 ...

 [[ 69  72  77]
  [ 71  74  79]
  [ 74  78  81]
  ...
  [ 16 110 109]
  [ 10 109 106]
  [  5 106 102]]

 [[ 69  72  77]
  [ 71  74  79]
  [ 74  78  81]
  ...
  [  9 109 107]
  [  6 111 107]
  [  4 110 106]]

 [[ 69  72  77]
  [ 71  74  79]
  [ 74  78  81]
  ...
  [  2 107 103]
  [  4 110 108]
  [  6 115 112]]]",89,Female,Female,65,sad,Male,neutral,31
"[[[202 217 224]
  [200 215 222]
  [199 214 221]
  ...
  [214 236 250]
  [214 236 250]
  [214 236 250]]

 [[202 217 224]
  [200 215 222]
  [199 214 221]
  ...
  [214 236 250]
  [214 236 250]
  [214 236 250]]

 [[202 217 224]
  [200 215 222]
  [199 214 221]
  ...
  [214 236 250]
  [214 236 250]
  [214 236 250]]

 ...

 [[ 91 110 114]
  [ 91 110 114]
  [ 91 110 114]
  ...
  [228 249 252]
  [228 249 252]
  [228 249 252]]

 [[ 92 111 115]
  [ 91 110 114]
  [ 91 110 114]
  ...
  [228 249 252]
  [228 249 252]
  [228 249 252]]

 [[ 92 111 115]
  [ 91 110 114]
  [ 91 110 114]
  ...
  [228 249 252]
  [228 249 252]
  [228 249 252]]]",31,Male,Male,22,neutral,Male,neutral,24
"[[[201 140 119]
  [201 140 119]
  [199 138 119]
  ...
  [140  92  88]
  [143  95  91]
  [150 102  98]]

 [[201 140 119]
  [201 140 119]
  [199 138 119]
  ...
  [137  89  85]
  [136  88  84]
  [141  93  89]]

 [[205 144 123]
  [207 146 125]
  [205 144 123]
  ...
  [138  90  86]
  [133  85  81]
  [135  87  83]]

 ...

 [[131  90  72]
  [122  81  63]
  [119  76  57]
  ...
  [116  73  38]
  [121  79  41]
  [122  80  42]]

 [[135  92  75]
  [123  80  63]
  [118  75  56]
  ...
  [115  72  37]
  [120  78  40]
  [122  80  42]]

 [[140  97  80]
  [128  85  68]
  [124  79  60]
  ...
  [115  72  37]
  [120  78  40]
  [122  80  42]]]",25,Female,Female,17,neutral,Male,neutral,27
"[[[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 17  10  26]
  [ 17  10  26]
  [ 16   9  25]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 17  10  26]
  [ 17  10  26]
  [ 16   9  25]]

 [[  1   1   1]
  [  0   0   0]
  [  0   0   0]
  ...
  [ 16  12  27]
  [ 15  11  26]
  [ 13   9  24]]

 ...

 [[  0   0   4]
  [  0   0   4]
  [  0   0   4]
  ...
  [166 144 133]
  [161 139 128]
  [157 135 124]]

 [[  0   0   4]
  [  0   0   4]
  [  0   0   4]
  ...
  [167 145 134]
  [161 139 128]
  [158 136 125]]

 [[  0   0   4]
  [  0   0   4]
  [  0   0   4]
  ...
  [167 145 134]
  [162 140 129]
  [158 136 125]]]",27,Female,Female,15,neutral,Male,happy,35
"[[[14 19 15]
  [16 21 17]
  [17 23 21]
  ...
  [60 59 65]
  [58 57 63]
  [56 55 61]]

 [[ 9 14 10]
  [10 15 11]
  [11 17 15]
  ...
  [60 59 65]
  [57 56 62]
  [55 54 60]]

 [[ 5 10  6]
  [ 6 11  7]
  [ 8 12 11]
  ...
  [60 59 65]
  [56 55 61]
  [54 53 59]]

 ...

 [[29 28 23]
  [28 27 22]
  [26 25 20]
  ...
  [38 38 40]
  [39 39 41]
  [39 39 41]]

 [[31 30 25]
  [30 29 24]
  [28 27 22]
  ...
  [39 39 41]
  [39 39 41]
  [40 40 42]]

 [[32 31 26]
  [31 30 25]
  [30 29 24]
  ...
  [39 39 41]
  [40 40 42]
  [40 40 42]]]",35,Female,Female,31,happy,Female,happy,31
"[[[ 30  14   0]
  [ 30  14   0]
  [ 30  14   0]
  ...
  [104  68  52]
  [112  75  59]
  [117  80  64]]

 [[ 30  14   0]
  [ 30  14   0]
  [ 30  14   0]
  ...
  [104  68  52]
  [112  75  59]
  [117  80  64]]

 [[ 30  14   0]
  [ 30  14   0]
  [ 30  14   0]
  ...
  [104  68  52]
  [112  75  59]
  [116  79  63]]

 ...

 [[ 49  23  10]
  [ 49  23  10]
  [ 48  22   9]
  ...
  [ 67  31   9]
  [ 76  38  17]
  [ 82  44  21]]

 [[ 52  26  13]
  [ 51  25  12]
  [ 49  23  10]
  ...
  [ 71  35  13]
  [ 78  40  19]
  [ 84  46  23]]

 [[ 55  29  16]
  [ 53  27  14]
  [ 51  25  12]
  ...
  [ 73  37  15]
  [ 79  41  20]
  [ 84  46  23]]]",40,Female,Female,36,neutral,Female,angry,27
